scheme_code,scheme_name,amc,category_latest,category_first,plan,option,isin_growth_or_payout,isin_reinvest,first_nav_date,last_nav_date,nav_count,status
118696,NIPPON INDIA LIQUID FUND - DIRECT Plan - MONTHLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),Direct Plan,MONTHLY IDCW OPTION,INF204K01ZI8,INF204K01ZJ6,2022-01-01,2022-12-31,365,active
118698,NIPPON INDIA LIQUID FUND - DIRECT Plan - QUARTERLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),Direct Plan,QUARTERLY IDCW OPTION,INF204K01ZK4,INF204K01ZL2,2022-01-01,2022-12-31,365,active
118700,NIPPON INDIA LIQUID FUND - DIRECT Plan - WEEKLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),Direct Plan,WEEKLY IDCW OPTION,INF204KC1FN6,INF204K01ZM0,2022-01-01,2022-12-31,365,active
118701,Nippon India Liquid Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Liquid Fund ),Open Ended Schemes ( Debt Scheme - Liquid Fund ),Direct Plan,Growth Option,INF204K01ZH0,,2022-01-01,2022-12-31,365,active
118702,Nippon India Ultra Short to Short Term Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Bonus Option,INF204K01G03,,2022-01-03,2022-12-30,243,active
118703,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - DIRECT Plan - DAILY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,DAILY IDCW Option,,INF204K01ZV1,2022-01-03,2022-12-30,243,active
118704,NIPPON INDIA ULTRA SHORT TO SHORT TERM FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01ZX7,INF204K01ZY5,2022-01-03,2022-12-30,243,active
118705,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01ZZ2,INF204K01A09,2022-01-03,2022-12-30,243,active
118706,NIPPON INDIA ULTRA SHORT TO SHORT TERM  FUND - DIRECT Plan - WEEKLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,WEEKLY IDCW Option,INF204K01A17,,2022-01-03,2022-12-30,243,active
118709,Nippon India Ultra Short to Short Term Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Ultra Short to Short Term Fund ),Direct Plan,Growth Option,INF204K01ZU3,,2022-01-03,2022-12-30,243,active
118715,Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,Bonus Option,INF204K01G11,,2022-01-03,2022-12-30,243,active
118716,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01ZS7,INF204K01ZT5,2022-01-03,2022-12-30,243,active
118717,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,WEEKLY IDCW Option,,INF204K01ZO6,2022-01-03,2022-12-30,243,active
118718,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,DAILY IDCW Option,,INF204K01ZN8,2022-01-03,2022-12-30,243,active
118719,Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,Growth Option,INF204K01ZP3,,2022-01-03,2022-12-30,243,active
118720,NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Money Market Fund ),Open Ended Schemes ( Debt Scheme - Money Market Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01ZQ1,INF204K01ZR9,2022-01-03,2022-12-30,243,active
118722,Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,Bonus Option,INF204K01G29,,2022-01-03,2022-12-30,247,active
118724,Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,Growth Option,INF204K01G52,,2022-01-03,2022-12-30,247,active
118725,NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Thematic Fund ),Open Ended Schemes ( Equity Schemes - Thematic Fund ),Direct Plan,IDCW Option,INF204K01G37,INF204K01G45,2022-01-03,2022-12-30,247,active
118726,Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Direct Plan,Growth Option,INF204K01YV4,,2022-01-03,2022-12-30,243,active
118727,NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01YW2,INF204K01YX0,2022-01-03,2022-12-30,243,active
118729,NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Open Ended Schemes ( Hybrid Scheme - Conservative Hybrid Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01YY8,INF204K01YZ5,2022-01-03,2022-12-30,243,active
118736,Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation ),Open Ended Schemes ( Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation ),Direct Plan,Growth Option,INF204K01G94,,2022-01-03,2022-12-30,247,active
118738,NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation ),Open Ended Schemes ( Hybrid Schemes - Balanced Advantage Fund/ Dynamic Asset Allocation ),Direct Plan,IDCW Option,INF204K01G78,INF204K01G86,2022-01-03,2022-12-30,247,active
118740,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,QUARTERLY - IDCW Option,INF204K01H69,INF204K01H77,2022-01-03,2022-12-30,247,active
118741,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,Growth Option,INF204K01H36,,2022-01-03,2022-12-30,247,active
118742,Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,Bonus Option,INF204K01H02,,2022-01-03,2022-12-30,247,active
118743,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,ANNUAL IDCW Option,INF204K01H10,INF204K01H28,2022-01-03,2022-12-30,247,active
118745,NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,HALF YEARLY - IDCW Option,INF204K01H44,INF204K01H51,2022-01-03,2022-12-30,247,active
118747,Nippon India Dynamic Term Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Direct Plan,Growth Option,INF204K01A25,,2022-01-03,2022-12-30,243,active
118749,NIPPON INDIA DYNAMIC TERM FUND - Direct Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01A58,INF204K01A66,2022-01-03,2022-12-30,243,active
118750,NIPPON INDIA DYNAMIC TERM FUND - Direct Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Dynamic Term Fund ),Direct Plan,IDCW Option,INF204K01A33,INF204K01A41,2022-01-03,2022-12-30,243,active
118756,NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,IDCW Option,INF204K01I35,INF204K01I43,2022-01-03,2022-12-30,247,active
118758,Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,Bonus Option,INF204K01I27,,2022-01-03,2022-12-30,247,active
118759,Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,Growth Option,INF204K01I50,,2022-01-03,2022-12-30,247,active
118760,NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,IDCW Option,INF204K01I76,INF204K01I84,2022-01-03,2022-12-30,247,active
118762,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,Bonus Option,INF204K01I68,,2022-01-03,2022-12-30,247,active
118763,Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Open Ended Schemes ( Equity Schemes - Sectoral Fund ),Direct Plan,Growth Option,INF204K01I92,,2022-01-03,2022-12-30,247,active
118767,NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Direct Plan,IDCW Option,INF204K01J18,INF204K01J26,2022-01-03,2022-12-30,247,active
118769,Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Direct Plan,Growth Option,INF204K01J34,,2022-01-03,2022-12-30,247,active
118770,Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Open Ended Schemes ( Equity Scheme - Sectoral/ Thematic ),Direct Plan,Bonus Option,INF204K01J00,,2022-01-03,2022-12-30,247,active
118775,NIPPON INDIA SMALL CAP FUND - Direct Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Direct Plan,IDCW Option,INF204K01J91,INF204K01K07,2022-01-03,2022-12-30,247,active
118777,Nippon India Small Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Direct Plan,Bonus Option,INF204K01J83,,2022-01-03,2022-12-30,247,active
118778,Nippon India Small Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Open Ended Schemes ( Equity Scheme - Small Cap Fund ),Direct Plan,Growth Option,INF204K01K15,,2022-01-03,2022-12-30,247,active
118780,Nippon India Credit Risk Fund - Direct Plan - Growth Plan,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Credit Risk Fund ),Open Ended Schemes ( Debt Scheme - Credit Risk Fund ),Direct Plan,Growth Option,INF204K01A74,,2022-01-03,2022-12-30,243,active
118781,NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Credit Risk Fund ),Open Ended Schemes ( Debt Scheme - Credit Risk Fund ),Direct Plan,QUARTERLY IDCW Option,INF204K01A82,INF204K01A90,2022-01-03,2022-12-30,243,active
118782,NIPPON INDIA VALUE FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Value Fund ),Open Ended Schemes ( Equity Scheme - Value Fund ),Direct Plan,IDCW Option,INF204K01K23,INF204K01K31,2022-01-03,2022-12-30,247,active
118784,Nippon India Value Fund - Direct Plan Growth Plan,Nippon India Mutual Fund,Open Ended Schemes ( Equity Scheme - Value Fund ),Open Ended Schemes ( Equity Scheme - Value Fund ),Direct Plan,Growth Option,INF204K01K49,,2022-01-03,2022-12-30,247,active
118785,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,Bonus Option,INF204K01K56,,2022-01-03,2022-12-30,247,active
118786,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,ANNUAL IDCW Option,INF204K01K64,INF204K01K72,2022-01-03,2022-12-30,247,active
118788,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,HALF YEARLY - IDCW Option,INF204K01K98,INF204K01L06,2022-01-03,2022-12-30,247,active
118790,NIPPON INDIA INDEX FUND - BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,QUARTERLY - IDCW Option,INF204K01L14,INF204K01L22,2022-01-03,2022-12-30,247,active
118791,Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Other Scheme - Index Funds ),Open Ended Schemes ( Other Scheme - Index Funds ),Direct Plan,Growth Option,INF204K01K80,,2022-01-03,2022-12-30,247,active
118793,NIPPON INDIA AGGRESSIVE HYBRID FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Direct Plan,IDCW Option,INF204K01B16,INF204K01B24,2022-01-03,2022-12-30,247,active
118794,Nippon India Aggressive Hybrid Fund  - Direct Plan Growth Plan,Nippon India Mutual Fund,Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Open Ended Schemes ( Hybrid Schemes - Aggressive Hybrid Fund ),Direct Plan,Growth Option,INF204K01B08,,2022-01-03,2022-12-30,247,active
118796,Nippon India Short Term Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Direct Plan,Growth Option,INF204K01B32,,2022-01-03,2022-12-30,243,active
118797,NIPPON INDIA SHORT TERM FUND - Direct Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01B40,,2022-01-03,2022-12-30,243,active
118800,NIPPON INDIA SHORT TERM FUND - Direct Plan - QUARTERLY IDCW OPTION,Nippon India Mutual Fund,Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Open Ended Schemes ( Income/Debt Oriented Schemes - Short Term Fund ),Direct Plan,QUARTERLY IDCW OPTION,INF204K01B65,INF204K01B73,2022-01-03,2022-12-30,243,active
118801,NIPPON INDIA ELSS TAX SAVER FUND - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Direct Plan,IDCW Option,INF204K01L30,INF204K01L48,2022-01-03,2022-12-30,247,active
118803,Nippon India ELSS Tax Saver Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Open Ended Schemes ( Equity Schemes - ELSS- Tax Saver Fund ),Direct Plan,Growth Option,INF204K01L55,,2022-01-03,2022-12-30,247,active
118804,Nippon India Annual Interval Fund - Series I - Direct Plan Growth Plan - Growth,Nippon India Mutual Fund,Close Ended Schemes ( Income/Debt Oriented Schemes - Fixed Term Plan ),Close Ended Schemes ( Income/Debt Oriented Schemes - Fixed Term Plan ),,,INF204K01B81,,2022-01-03,2022-12-30,243,active
118807,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Direct Plan,Bonus Option,INF204K01D63,,2022-01-03,2022-12-30,243,active
118808,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Direct Plan,DAILY IDCW Option,,INF204K01C23,2022-01-03,2022-12-30,243,active
118809,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Open Ended Schemes ( Debt Scheme - Corporate Bond Fund ),Direct Plan,MONTHLY IDCW Option,INF204K01C56,INF204K01C64,2022-01-03,2022-12-30,243,active
